AnnoScolastico;CodScuola;Gestione;Denominazione;Indirizzo;MunicipioScuola;NilScuola;Capienza;Numero_Classi;Alunni_Tot;Alunni_M;Alunni_F;Alunni_Resid;Alunni_NonResid;Alunni_NazNasc_Italia;Alunni_NazNasc_UE15;Alunni_NazNasc_UE_Nuovi;Alunni_NazNasc_Europa_Altri;Alunni_NazNasc_Africa;Alunni_NazNasc_AmericaNord;Alunni_NazNasc_AmericaCentroSud;Alunni_NazNasc_Asia;Alunni_NazNasc_Altro_NonDisp;Alunni_Cittad_Ita;Alunni_Cittad_Non_Ita;Alunni_Cittad_NonDisp
2017/2018;2027;Paritaria;MONTESSORI S.R.L;VIA MILAZZO 9;1;Brera (2);0;5;114;62;52;104;10;109;3;0;0;0;0;0;2;0;108;6;0
2017/2018;2015;Paritaria;ISTITUTO ZACCARIA;VIA DELLA COMMENDA 5;1;Guastalla (4);0;10;200;133;67;184;16;198;0;0;0;0;0;2;0;0;197;3;0
2017/2018;2021;statale;VINCENZO CUOCO;VIA CORRIDONI FILIPPO 34;1;Guastalla (4);425;17;382;191;191;364;18;370;3;1;2;2;1;1;2;0;359;23;0
2017/2018;2026;statale;SETTI CARRARO DALLA CHIESA;VIA PASSIONE 12;1;Guastalla (4);0;10;231;93;138;226;5;229;0;0;1;0;0;0;0;1;230;1;0
2017/2018;2150;Paritaria;SCUOLA EUROPA;VLE MAJNO LUIGI 39;1;Guastalla (4);0;8;134;61;73;107;27;122;1;0;5;2;1;3;0;0;123;11;0
2017/2018;2111;Paritaria;PREZIOSISSIMO SANGUE;VIA RICCARDI PADRE PLACIDO 5;2;Padova (19);0;10;249;130;119;193;56;238;0;1;1;1;0;2;5;1;227;22;0
2017/2018;2110;Paritaria;SAN GIUSEPPE;VIA DE LA SALLE SAN GIOVANNI 5;2;Padova (19);0;10;233;119;114;181;52;225;1;0;4;0;0;0;3;0;224;9;0
2017/2018;2107;statale;TEODORO CIRESOLA;VIA VENINI GIULIO E CORRADO 80;2;Loreto (20);400;15;348;176;172;323;25;315;2;0;3;8;0;6;14;0;236;112;0
2017/2018;2120;statale;TITO SPERI;VIA PORPORA NICOLA ANTONIO 11;3;Loreto (20);425;17;378;199;179;366;12;343;5;1;3;13;0;1;12;0;241;137;0
2017/2018;2112;statale;VERONICA GAMBARA;VLE BRIANZA 14;2;Loreto (20);500;15;353;188;165;344;9;332;0;0;3;5;0;1;12;0;295;57;1
2017/2018;2121;Paritaria;CASA DEI BAMBINI MONTESSORI;PZA SAN GEROLAMO 6;4;Loreto (20);0;5;123;65;58;88;35;123;0;0;0;0;0;0;0;0;123;0;0
2017/2018;2103;statale;CASA DEL SOLE;VIA GIACOSA GIUSEPPE 46;2;Loreto (20);600;24;552;280;272;515;37;448;0;0;6;43;0;16;39;0;224;328;0
2017/2018;2049;statale;CARLO PISACANE - CARLO POERIO;VIA PISACANE CARLO 9;3;Buenos Aires - Venezia (21);800;30;656;331;325;637;19;636;4;1;1;4;1;2;6;1;588;66;2
2017/2018;2048;statale;ANTONIO STOPPANI;VIA STOPPANI ANTONIO 1;3;Buenos Aires - Venezia (21);350;20;449;224;225;443;6;430;6;0;5;0;1;1;6;0;416;33;0
2017/2018;2047;statale;Bacone;VIA MATTEUCCI CARLO 3;3;Buenos Aires - Venezia (21);450;22;512;262;250;504;8;485;3;2;3;5;0;5;9;0;431;80;1
2017/2018;2046;statale;MARGHERITA DI SAVOIA - CARDINALE F. BORROMEO;VIA CASATI FELICE 6;3;Buenos Aires - Venezia (21);400;12;264;131;133;253;11;248;2;0;3;4;0;0;7;0;210;54;0
2017/2018;2125;Paritaria;ROSSELLO GIUSEPPA;VIA GOLDONI CARLO 68;3;Buenos Aires - Venezia (21);0;5;108;55;53;104;4;103;1;0;2;0;0;0;2;0;106;2;0
2017/2018;2126;statale;PIER FRANCO BONETTI;VIA TAJANI FILIPPO 12;3;Città Studi (22);300;9;177;97;80;168;9;159;0;1;2;4;0;5;6;0;135;41;1
2017/2018;2123;statale;NOLLI - ARQUATI;VLE ROMAGNA 16;3;Città Studi (22);600;21;456;236;220;437;19;424;1;0;5;7;0;12;6;1;384;72;0
2017/2018;2118;statale;LEONARDO DA VINCI;PZA LEONARDO DA VINCI 2;3;Città Studi (22);750;35;833;390;443;804;29;806;6;1;4;3;2;7;4;0;786;47;0
2017/2018;2246;statale;ANTONIO SCARPA;VIA CLERICETTI CELESTE 22;3;Città Studi (22);375;16;295;168;127;284;11;274;1;2;4;2;1;7;4;0;264;31;0
2017/2018;2127;Paritaria;RUDOLF STEINER;VIA CLERICETTI CELESTE 45;3;Città Studi (22);0;5;119;59;60;65;54;115;0;0;1;0;0;1;2;0;117;2;0
2017/2018;2116;Paritaria;SAN GIUSEPPE;VIA BAZZINI ANTONIO 10;3;Città Studi (22);0;5;93;44;49;80;13;83;0;0;1;0;0;7;2;0;86;7;0
2017/2018;2115;Paritaria;FAES MONFORTE BILINGUE - SCUOLA PRIMARIA FEMMINILE;VIA AMADEO GIAN ANTONIO 11;3;Città Studi (22);0;5;140;0;140;114;26;136;1;0;0;0;1;1;1;0;138;2;0
2017/2018;2034;Paritaria;FAES ARGONNE BILINGUE - SCUOLA PRIMARIA MASCHILE;VIA AMADEO GIAN ANTONIO 11;3;Città Studi (22);0;6;135;135;0;115;20;128;0;0;1;0;1;1;4;0;132;3;0
2017/2018;2248;Paritaria;LIBERA SCUOLA STEINERIANA;VIA PINI TOMMASO 1;3;Lambrate (23);0;5;100;55;45;51;49;94;2;0;1;0;0;1;1;1;99;1;0
2017/2018;2131;statale;ELSA MORANTE;VIA PINI TOMMASO 3;3;Lambrate (23);475;16;342;181;161;329;13;329;0;2;0;3;1;2;4;1;265;77;0
2017/2018;2130;statale;ENRICO TOTI;VIA CIMA CAMILLO E OTTO 15;3;Lambrate (23);200;6;121;57;64;112;9;102;2;3;0;8;0;0;6;0;81;40;0
2017/2018;2129;Paritaria;FONDAZIONE SACRO CUORE;VIA ROMBON 78;3;Lambrate (23);0;10;273;130;143;107;166;270;0;0;3;0;0;0;0;0;271;2;0
2017/2018;2113;Paritaria;MARIA CONSOLATRICE;VLE CORSICA 82;4;Corsica (25);0;10;224;126;98;182;42;220;0;0;0;0;0;3;1;0;220;4;0
2017/2018;2311;Privata non paritaria;ANDERSEN SCHOOL;VIA DON CARLO SAN MARTINO 8;4;Corsica (25);0;15;296;170;126;220;76;254;11;1;1;2;12;0;11;4;271;25;0
2017/2018;2114;statale;SALVATORE QUASIMODO;VIA CARDINALE MEZZOFANTI 25;4;Corsica (25);375;19;275;133;142;261;14;241;0;1;2;6;0;13;9;3;199;75;1
2017/2018;2052;statale;EMILIO MOROSINI - MARIA BEATRICE DI SAVOIA;VIA MOROSINI EMILIO 11;4;XXII Marzo (26);600;29;585;315;270;558;27;556;7;1;6;6;0;1;7;1;505;80;0
2017/2018;2119;statale;CINQUE GIORNATE;VLE MUGELLO 5;4;XXII Marzo (26);450;25;523;260;263;504;19;489;3;3;2;8;0;11;6;1;436;87;0
2017/2018;2053;Paritaria;MARIA AUSILIATRICE;VIA BONVESIN DE LA RIVA 12;4;XXII Marzo (26);0;10;207;95;112;188;19;200;1;0;3;1;0;2;0;0;200;7;0
2017/2018;2060;statale;G. Romano;VIA ROMANO GIULIO 2;5;Porta Romana (27);250;10;210;105;105;203;7;198;0;1;1;2;0;6;0;2;181;28;1
2017/2018;2056;Paritaria;SUORE MANTELLATE;VIA VASARI GIORGIO 16;4;Porta Romana (27);0;5;90;48;42;88;2;88;0;0;0;0;0;0;2;0;89;1;0
2017/2018;2055;statale;GIORDANO OTTOLINI - CRISTINA BELGIOIOSO;VIA COLLETTA PIETRO 49;4;Umbria - Molise (28);500;21;431;224;207;413;18;400;2;0;1;6;0;10;12;0;342;89;0
2017/2018;2054;statale;TOMMASO GROSSI;VIA MONTE VELINO 2;4;Ortomercato (29);625;15;319;176;143;287;32;247;0;21;5;29;0;3;12;2;127;191;1
2017/2018;2141;statale;SAN GIOVANNI BOSCO;VIA SORDELLO LUIGI 7;4;Mecenate (30);375;10;219;123;96;209;10;199;0;6;3;6;0;2;2;1;157;62;0
2017/2018;2140;statale;MADRE TERESA DI CALCUTTA;LGO GUERRIERI GONZAGA ANSELMO 4;4;Mecenate (30);225;7;144;71;73;139;5;136;0;0;0;1;0;3;4;0;90;53;1
2017/2018;2139;statale;Meleri;VIA MELERI GEREMIA 14;4;Mecenate (30);225;10;222;107;115;207;15;216;2;1;1;0;0;0;2;0;191;31;0
2017/2018;2138;statale;Decorati;VIA DECORATI AL VALOR CIVILE 10;4;Mecenate (30);250;10;215;107;108;206;9;199;1;2;0;6;0;4;3;0;178;37;0
2017/2018;2142;statale;Ucelli Di Nemi;VIA UCELLI DI NEMI GUIDO 54;4;Parco Monlué - Ponte Lambro (31);200;10;213;114;99;184;29;172;0;2;0;9;0;23;7;0;110;103;0
2017/2018;2154;statale;PASQUALE SOTTOCORNO;VIA MONTE PIANA 11;4;Rogoredo (33);350;18;428;222;206;418;10;400;1;1;4;10;0;7;5;0;333;95;0
2017/2018;2147;statale;FABIO FILZI;VIA RAVENNA 15;4;Lodi - Corvetto (35);300;10;168;100;68;152;16;129;1;6;2;19;0;2;9;0;66;101;1
2017/2018;2143;statale;MARCELLO CANDIA;VIA POLESINE 12;4;Lodi - Corvetto (35);325;15;329;167;162;290;39;276;0;4;3;24;0;9;13;0;136;192;1
2017/2018;2152;statale;RENZO PEZZANI;VIA MARTINENGO FRANCESCO 36;4;Lodi - Corvetto (35);500;18;425;208;217;402;23;394;4;4;4;7;0;1;11;0;294;130;1
2017/2018;2151;Paritaria;SAN VINCENZO REGINA MUNDI;VIA BONCOMPAGNI CARLO 18;4;Lodi - Corvetto (35);0;10;228;113;115;186;42;220;0;0;2;4;0;1;1;0;222;6;0
2017/2018;2159;Paritaria;A. LIMONTA - ISTITUTO CANOSSIANE;VIA TAGLIAMENTO 12;4;Lodi - Corvetto (35);0;5;92;43;49;81;11;87;0;0;1;0;0;1;3;0;83;8;1
2017/2018;2153;statale;Oglio;VIA OGLIO 20;4;Lodi - Corvetto (35);375;15;335;180;155;319;16;287;0;3;0;26;0;7;12;0;210;123;2
2017/2018;2304;Paritaria;ST.LOUIS SCHOOL;VIA CAVIGLIA ENRICO 1;4;Lodi - Corvetto (35);0;16;319;178;141;273;46;299;9;0;4;2;2;2;1;0;312;7;0
2017/2018;2144;statale;MARCELLO CANDIA;VIA VALLARSA 19;5;Scalo Romana (36);250;15;328;162;166;312;16;298;1;1;0;13;0;6;9;0;229;98;1
2017/2018;2315;Paritaria;KC LUDUM SCHOOL;VIA DEI FONTANILI 3;5;Ex OM - Morivione (37);0;5;89;52;37;70;19;81;3;0;1;0;1;2;1;0;83;6;0
2017/2018;2148;statale;Bognetti;VIA DEI BOGNETTI 15;5;Ex OM - Morivione (37);350;12;277;123;154;256;21;253;0;0;2;8;1;6;7;0;210;67;0
2017/2018;2156;statale;Wolf-Ferrari;VIA WOLF FERRARI ERMANNO 6;5;Ripamonti (38);425;25;564;289;275;534;30;542;3;4;4;2;1;2;6;0;482;81;1
2017/2018;2149;statale;DAMIANO CHIESA;VIA ANTONINI GIACOMO 50;5;Ripamonti (38);250;5;125;67;58;119;6;104;1;2;2;4;0;5;6;1;60;64;1
2017/2018;2165;statale;Baroni;VIA BARONI COSTANTINO 73;5;Gratosoglio - Ticinello (41);325;12;242;130;112;230;12;217;0;2;0;14;0;3;5;1;116;125;1
2017/2018;2164;statale;Arcadia;VIA DELL' ARCADIA 22;5;Gratosoglio - Ticinello (41);625;14;291;144;147;275;16;281;0;1;0;6;0;1;2;0;227;64;0
2017/2018;2309;Privata non paritaria;SCUOLA STEINERIANA COMETA;VIA BUSSOLA DIONIGI 7;6;Gratosoglio - Ticinello (41);0;5;104;41;63;76;28;99;0;0;1;2;1;1;0;0;102;2;0
2017/2018;2163;statale;Feraboli;VIA FERABOLI ACHILLE 44;5;Gratosoglio - Ticinello (41);350;13;267;147;120;256;11;256;0;1;0;7;1;1;0;1;209;56;2
2017/2018;2161;Paritaria;ISTITUTO MADRE COCCHETTI ANNNUNCIATA;VLE GIOVANNI DA CERMENATE 4;5;Stadera (42);0;5;105;57;48;78;27;100;1;0;3;0;1;0;0;0;104;1;0
2017/2018;2313;Paritaria;MBM - MILANO BILINGUE MONTESSORI;VIA PALMIERI NICOLA 72;5;Stadera (42);0;5;87;51;36;64;23;79;4;0;1;0;1;0;2;0;84;3;0
2017/2018;2168;statale;DOMENICO MORO;VIA PESCARENICO 6;5;Stadera (42);300;15;316;170;146;303;13;300;2;4;3;2;0;1;4;0;265;50;1
2017/2018;2162;statale;CLEMENTINA PERONE;VIA SAN GIACOMO 1;5;Stadera (42);425;15;332;162;170;319;13;315;1;0;0;6;0;6;4;0;251;81;0
2017/2018;2160;statale;CESARE BATTISTI;VIA PALMIERI NICOLA 24;5;Stadera (42);375;15;333;180;153;302;31;291;6;1;2;16;0;6;10;1;144;185;4
2017/2018;2166;Paritaria;LA ZOLLA;VIA CARCANO GIULIO 53;5;Tibaldi (43);0;15;313;151;162;258;55;305;2;0;1;0;2;0;3;0;308;5;0
2017/2018;2061;statale;F. CONFORTI - B. AVOGADRO;VIA VIGEVANO 19;6;Navigli (44);400;17;349;199;150;328;21;333;0;2;1;7;0;1;3;2;298;51;0
2017/2018;2169;statale;GINO CAPPONI;VIA PESTALOZZI GIOVANNI ENRICO 13;6;S. Cristoforo (45);400;14;314;162;152;284;30;281;2;5;5;6;0;9;6;0;231;83;0
2017/2018;2174;statale;GALILEO FERRARIS;VIA BARONA 70;6;Barona (46);125;5;100;54;46;78;22;92;0;2;0;5;0;1;0;0;80;20;0
2017/2018;2170;statale;SANT'AMBROGIO;VIA DE NICOLA ENRICO 2;6;Barona (46);350;10;209;118;91;189;20;189;0;0;3;11;0;2;4;0;127;82;0
2017/2018;2167;statale;SAN PAOLINO;VIA SAN PAOLINO 4;6;Barona (46);375;5;108;57;51;97;11;101;0;0;0;7;0;0;0;0;67;40;1
2017/2018;2312;Paritaria;LES GALIPETTES;VIA COTTOLENGO SAN GIUSEPPE 25;6;Ronchetto sul Naviglio (48);0;8;177;82;95;127;50;169;4;2;2;0;0;0;0;0;173;4;0
2017/2018;2173;statale;SANDRO PERTINI;VIA SALERNO 3;6;Ronchetto sul Naviglio (48);425;20;425;225;200;400;25;399;1;3;0;14;0;3;5;0;300;125;0
2017/2018;2172;statale;TRE CASTELLI;VIA BALSAMO CRIVELLI RICCARDO 3;6;Ronchetto sul Naviglio (48);250;13;286;150;136;270;16;278;1;1;1;2;0;1;1;1;248;38;0
2017/2018;2171;statale;GAETANO CASATI;VIA SAN COLOMBANO 8;6;Ronchetto sul Naviglio (48);250;6;134;70;64;115;19;131;1;0;0;1;0;1;0;0;111;22;1
2017/2018;2180;Paritaria;SANT'ANGELA MERICI;VIA VESPRI SICILIANI 55;6;Giambellino (49);0;10;202;103;99;170;32;195;0;2;1;0;0;2;1;1;191;11;0
2017/2018;2181;statale;NAZARIO SAURO;VIA VESPRI SICILIANI 75;6;Giambellino (49);500;21;459;236;223;417;42;362;1;6;2;60;0;8;19;1;196;262;1
2017/2018;2059;statale;GIOVANNA OBERDAN PORZI;VIA BERGOGNONE AMBROGIO DA FOSSANO 2;6;Tortona (50);525;24;521;277;244;515;6;505;5;1;2;3;0;5;0;0;478;42;1
2017/2018;2058;statale;Foppette;VIA DELLE FOPPETTE 1;6;Tortona (50);275;10;208;112;96;199;9;195;0;0;2;6;0;3;1;1;188;20;0
2017/2018;2066;Paritaria;IMMACOLATA CONCEZIONE;VIA ELBA 18;7;Washington (51);0;5;79;43;36;78;1;76;1;0;1;0;0;1;0;0;79;0;0
2017/2018;2307;Paritaria;FONDAZIONE JOSEF TEHILLOT;VIA WASHINGTON GIORGIO 21;7;Washington (51);0;5;48;24;24;46;2;41;1;0;0;0;1;0;5;0;36;11;1
2017/2018;2065;statale;NOVARO - FERRUCCI;PZA SICILIA 2;7;Washington (51);875;36;868;436;432;859;9;841;3;3;6;0;4;5;6;0;814;53;1
2017/2018;2176;statale;Massaua;VIA MASSAUA 5;7;Bande Nere (52);500;19;414;214;200;394;20;372;2;7;2;9;2;4;16;0;310;104;0
2017/2018;2192;Paritaria;MATER DIVINAE GRATIAE;VIA GULLI TOMMASO 14;7;Bande Nere (52);0;5;116;60;56;103;13;106;1;0;4;1;0;2;2;0;104;12;0
2017/2018;2158;Paritaria;MERKOS L'INYONEI CHINUCH;VIA DELLE FORZE ARMATE 61;7;Bande Nere (52);0;5;64;37;27;61;3;53;5;0;3;0;1;0;2;0;51;11;2
2017/2018;2191;statale;FRANCESCA SAVERIO CABRINI;VIA DELLE FORZE ARMATE 65;7;Bande Nere (52);650;26;583;310;273;563;20;538;2;1;3;12;0;14;13;0;457;124;2
2017/2018;2183;statale;GRIGIONI;VIA SCROSATI LUIGI 3;6;Bande Nere (52);375;12;269;132;137;248;21;251;0;0;1;1;2;8;6;0;229;39;1
2017/2018;2074;statale;LEONE TOLSTOJ;VIA ZUARA 9;6;Bande Nere (52);350;21;464;228;236;446;18;440;1;0;1;10;0;8;4;0;385;79;0
2017/2018;2182;Paritaria;SCUOLA COMUNITA' EBRAICA;VIA MAYER SALLY 4;6;Bande Nere (52);0;9;182;89;93;172;10;160;5;0;2;0;3;2;10;0;168;14;0
2017/2018;2185;Paritaria;DEVOTA MACULAN;VIA INGANNI ANGELO 12;6;Lorenteggio (53);0;13;270;141;129;132;138;265;1;0;0;0;0;0;4;0;264;6;0
2017/2018;2177;statale;Pisa;VIA PISA UGO 1;6;Lorenteggio (53);400;10;227;129;98;216;11;205;0;7;0;10;0;3;2;0;159;68;0
2017/2018;2178;statale;Anemoni;VIA DEGLI ANEMONI 8;6;Lorenteggio (53);300;16;366;174;192;346;20;333;0;2;1;13;0;11;6;0;288;78;0
2017/2018;2186;statale;Narcisi;VIA DEI NARCISI 2;6;Lorenteggio (53);375;14;294;154;140;257;37;215;0;8;1;57;0;4;7;2;106;188;0
2017/2018;2189;statale;NICCOLO' TOMMASEO;VIA MUGGIANO 16;7;Muggiano (54);125;5;98;56;42;96;2;94;0;0;0;2;0;1;1;0;90;8;0
2017/2018;2196;statale;LUIGI EINAUDI;VIA VAL D'INTELVI 11;7;Baggio (55);500;22;500;265;235;475;25;473;4;1;1;11;0;5;5;0;394;105;1
2017/2018;2190;statale;CARLO ZIMA - ANITA GARIBALDI;VIA ANSELMO DA BAGGIO 60;7;Baggio (55);350;15;295;161;134;261;34;250;1;1;2;8;0;11;21;1;168;126;1
2017/2018;2193;statale;FRATELLI CERVI;VIA DEI SALICI 2;7;Baggio (55);400;15;340;168;172;296;44;320;2;2;3;4;0;4;5;0;286;54;0
2017/2018;2188;statale;Forze armate;VIA DELLE FORZE ARMATE 279;7;Forze Armate (56);300;13;292;148;144;279;13;270;0;2;2;8;0;3;6;1;214;78;0
2017/2018;2187;statale;Viterbo;VIA VITERBO 31;7;Forze Armate (56);375;12;268;131;137;254;14;256;0;4;3;0;0;3;2;0;218;50;0
2017/2018;2316;statale;San Giusto;VIA SAN GIUSTO 65;7;Forze Armate (56);0;10;216;116;100;207;9;213;0;0;1;1;0;0;1;0;199;17;0
2017/2018;2195;Paritaria;MADRE BUCCHI;VIA PALMI 25;7;Forze Armate (56);0;6;137;71;66;96;41;135;0;0;1;0;0;1;0;0;135;2;0
2017/2018;2198;statale;Valdagno;VIA VALDAGNO 8;7;Forze Armate (56);300;9;181;88;93;162;19;147;1;1;2;11;0;7;10;2;83;97;1
2017/2018;2214;statale;LUIGI CADORNA;VIA DOLCI CARLO 5;7;Selinunte (57);625;21;477;250;227;437;40;370;7;7;1;74;0;2;16;0;180;297;0
2017/2018;2067;Paritaria;ISTITUTO SAN PAOLO DELLE SUORE ANGELICHE;VIA BUONARROTI MICHELANGELO 49;8;De Angeli - Monte Rosa (58);0;6;123;57;66;117;6;118;4;0;1;0;0;0;0;0;120;3;0
2017/2018;2249;Paritaria;ISTITUTO SANT'ANNA;VIA MELORIA 3;8;De Angeli - Monte Rosa (58);0;5;73;37;36;68;5;67;0;1;2;1;0;1;1;0;68;5;0
2017/2018;2221;statale;GIUSEPPE LOMBARDO RADICE;VIA PARAVIA PIER ALESSANDRO 83;7;S. Siro (60);225;6;136;79;57;109;27;65;0;9;4;50;0;2;6;0;24;112;0
2017/2018;2218;statale;Monte Baldo;VIA MONTE BALDO 11;7;S. Siro (60);275;11;237;136;101;227;10;221;0;0;0;12;1;1;2;0;184;52;1
2017/2018;2222;statale;SAN GIUSEPPE CALASANZIO;VIA GNOCCHI DON CARLO 25;7;S. Siro (60);450;19;386;202;184;361;25;335;1;3;1;34;0;6;5;1;234;151;1
2017/2018;2204;Paritaria;CASA DEI BAMBINI - SCUOLA MONTESSORI;VIA AROSIO 3;7;S. Siro (60);0;7;136;72;64;119;17;130;1;1;0;2;0;1;1;0;133;3;0
2017/2018;2223;Paritaria;SANTA GIULIANA FALCONIERI;VIA ZAMAGNA BERNARDO 18;7;S. Siro (60);0;5;103;57;46;93;10;95;1;1;0;0;0;2;4;0;75;28;0
2017/2018;2310;Privata non paritaria;NAGIB MAHFUZ;VIA STRATICO SIMONE 7;7;S. Siro (60);0;13;283;147;136;200;83;161;0;0;0;121;0;0;1;0;36;246;1
2017/2018;2224;Privata non paritaria;ECOLE FRANCAISE DE MILAN;VIA LAVENO 12;7;S. Siro (60);0;15;454;220;234;347;107;243;165;2;9;12;4;3;11;5;292;161;1
2017/2018;2300;statale;PRO JUVENTUTE ISTITUTO DON GNOCCHI;VIA CAPECELATRO ALFONSO 66;7;S. Siro (60);0;5;64;36;28;46;18;54;1;2;1;2;0;3;1;0;44;20;0
2017/2018;2202;statale;LUCIANO MANARA;VIA LAMENNAIS FELICITE' ROBERT HUGES 20;7;Quarto Cagnino (61);225;14;290;139;151;269;21;269;1;3;1;7;1;4;4;0;234;55;1
2017/2018;2201;statale;CARLO POMA;VIA AIRAGHI GAETANO 42;7;Quinto Romano (62);250;6;128;64;64;119;9;120;0;2;0;2;0;2;2;0;102;26;0
2017/2018;2200;Paritaria;BETLEM;VIA NOVARA 540;7;Figino (63);0;5;59;30;29;15;44;58;0;0;0;1;0;0;0;0;58;1;0
2017/2018;2208;statale;IPPOLITO NIEVO;VIA SILLA LUCIO CORNELIO 150;7;Figino (63);125;5;97;48;49;88;9;80;0;6;1;5;0;1;3;1;58;39;0
2017/2018;2211;statale;Ande;VIA DELLE ANDE 4;8;Gallaratese (65);250;12;285;166;119;279;6;277;2;2;2;1;0;1;0;0;263;22;0
2017/2018;2213;statale;RICCARDO MASSA;VIA BROCCHI VIRGILIO 5;8;Gallaratese (65);450;20;454;249;205;418;36;438;1;4;3;2;0;3;3;0;405;48;1
2017/2018;2212;statale;MARIA MONTESSORI;VIA QUARENGHI GIACOMO 10;8;Gallaratese (65);125;7;146;73;73;131;15;145;0;0;1;0;0;0;0;0;143;3;0
2017/2018;2206;statale;Visconti;VIA VISCONTI ALEX 16;8;Gallaratese (65);275;8;170;94;76;146;24;154;2;3;1;4;0;2;4;0;104;63;3
2017/2018;2207;statale;Viscontini;VIA VISCONTINI MATILDE 7;8;Gallaratese (65);275;8;187;89;98;178;9;180;1;0;0;2;0;2;1;1;174;13;0
2017/2018;2210;statale;Cilea;VIA CILEA FRANCESCO 12;8;Gallaratese (65);300;5;126;56;70;116;10;122;0;0;2;0;0;1;1;0;107;19;0
2017/2018;2220;statale;MARTIN LUTHER KING;PZA SANTA MARIA NASCENTE 30;8;QT 8 (66);325;11;263;135;128;250;13;251;2;0;1;2;0;5;2;0;247;16;0
2017/2018;2217;Paritaria;BEATA VERGINE;VIA TERRAGNI GIUSEPPE 36;8;QT 8 (66);0;5;74;35;39;59;15;68;1;0;2;0;0;1;2;0;69;5;0
2017/2018;2318;Paritaria;ST.LOUIS SCHOOL;VIA COLONNA MARCOANTONIO 24;8;Portello (67);0;5;67;38;29;56;11;49;2;0;4;0;0;3;9;0;59;8;0
2017/2018;2233;Paritaria;LA ZOLLA;VIA CACCIALEPORI 22;7;Portello (67);0;10;240;140;100;223;17;228;2;1;5;1;1;1;1;0;238;2;0
2017/2018;2234;statale;PIETRO MICCA;VIA GATTAMELATA 35;8;Portello (67);650;29;687;349;338;670;17;669;2;0;4;3;0;3;6;0;626;61;0
2017/2018;2076;Paritaria;LEONE XIII;VIA LEONE XIII 12;8;Pagano (68);0;15;371;204;167;347;24;349;7;0;6;2;2;1;4;0;356;15;0
2017/2018;2073;statale;GIOVANNI PASCOLI;VIA RASORI GIOVANNI 19;7;Pagano (68);575;23;505;275;230;490;15;465;8;3;8;6;2;6;5;2;477;28;0
2017/2018;2072;statale;GIUSEPPE GIUSTI - SANTA CHIARA D'ASSISI;VIA GIUSTI GIUSEPPE 15;1;Sarpi (69);425;20;484;264;220;473;11;467;3;1;3;0;0;2;8;0;376;108;0
2017/2018;2071;statale;FERRANTE APORTI;VIA MANTEGNA ANDREA 10;8;Sarpi (69);525;22;504;271;233;488;16;476;2;1;4;4;1;4;12;0;375;128;1
2017/2018;2069;statale;PIETRO MOSCATI - BIANCA MARIA SFORZA;VIA MOSCATI PIETRO 1;8;Sarpi (69);425;16;391;203;188;380;11;370;2;0;5;0;3;1;10;0;350;41;0
2017/2018;2070;Paritaria;REGINA CARMELI;VIA MONVISO 33;8;Sarpi (69);0;6;163;71;92;158;5;162;0;0;0;1;0;0;0;0;157;6;0
2017/2018;2236;statale;ALFREDO CAPPELLINI;VIA DE ROSSI GIOVANNI BATTISTA 2;8;Villapizzone (71);450;14;325;165;160;303;22;278;0;4;0;19;0;11;12;1;134;190;1
2017/2018;2216;Paritaria;CASA DEI BAMBINI MONTESSORI;VIA BARTOLINI LORENZO 46;8;Villapizzone (71);0;5;105;61;44;96;9;102;2;0;0;0;0;0;1;0;104;1;0
2017/2018;2235;statale;VITTORIO BACHELET;VIA MAGREGLIO 1;8;Villapizzone (71);275;10;207;102;105;193;14;181;0;1;5;3;0;5;12;0;120;87;0
2017/2018;2237;Paritaria;MARIA CONSOLATRICE;VIA AMPEZZO 8;8;Villapizzone (71);0;5;118;56;62;107;11;117;0;1;0;0;0;0;0;0;116;2;0
2017/2018;2231;statale;DANTE ALIGHIERI;VIA MAC MAHON 100;8;Villapizzone (71);125;10;240;119;121;230;10;222;0;1;2;4;0;3;8;0;156;83;1
2017/2018;2232;Paritaria;GIOVANNI XXIII;VIA DE PREDIS GIOVANNI AMBROGIO 8;8;Villapizzone (71);0;5;123;62;61;107;16;117;1;1;2;0;0;1;1;0;106;17;0
2017/2018;2229;statale;GOFFREDO MAMELI;VIA CONSOLE MARCELLO 9;8;Villapizzone (71);600;20;465;231;234;437;28;383;2;3;2;28;0;11;36;0;171;291;3
2017/2018;2230;statale;RINNOVATA PIZZIGONI;VIA CASTELLINO DA CASTELLO 10;8;Villapizzone (71);625;25;603;308;295;590;13;570;3;4;3;6;0;8;9;0;470;133;0
2017/2018;2239;statale;Pareto;VIA PARETO VILFREDO 26;8;Maggiore - Musocco (72);125;9;183;90;93;167;16;149;0;6;3;10;0;9;5;1;115;68;0
2017/2018;2240;Paritaria;FRANCESCANE DEL CUORE IMMACOLATO DI MARIA;VIA GAREGNANO 10;8;Maggiore - Musocco (72);0;5;105;51;54;94;11;104;0;0;0;0;0;1;0;0;101;4;0
2017/2018;2305;Paritaria;PASTOR ANGELICUS;VIA CITTADINI PIER FRANCESCO 5;8;Quarto Oggiaro (76);0;2;39;21;18;38;1;39;0;0;0;0;0;0;0;0;30;9;0
2017/2018;2243;statale;Graf;VIA GRAF ARTURO 70;8;Quarto Oggiaro (76);425;12;229;120;109;218;11;204;2;5;0;12;0;2;4;0;130;99;0
